CODIGO;ENTIDAD;NOMBRE FANTASIA;DIRECCION;COMUNA;HORARIO REFERENCIAL;UTM;GEOGRAFICAS
94379;Fullcarga;DONDE CARLITOS;PASAJE CALISAMA  6638;HUECHURABA;;343060:6307552;-33.3600988426763:-70.6873592120352
94380;Fullcarga;CONI;PORVENIR  1153;MAIPU;;335368:6291759;-33.50092595238096:-70.77231857142857
94389;Fullcarga;FLORES HERMANOS;LA PAZ 453;RECOLETA;;346547:6300284;-33.4261355420599:-70.6511355996637
94390;Fullcarga;MA Y CE;MARIANO SANCHEZ FONTECILLA ESQ/GRECIA 10900;PEÑALOLEN;;355564:6295095;-33.473887:-70.554451
94399;Fullcarga;DELMA;MANUEL ANTONIO  MATTA  947;SANTIAGO;;346969:6296569;-33.4592881285244:-70.6466500114554
94401;Fullcarga;DONDE JUANITO CONCHALI;CALLE EL OLIVO  1257;CONCHALI;;345531:6304328;-33.38941315:-70.66154426
94405;Fullcarga;JANO;AV GRECIA  6999 LOCAL 1;PEÑALOLEN;;354983:6295226;-33.4725138333333:-70.56067175
94410;Fullcarga;JORGE ORTIZ;HUERFANOS  FRENTE AL 686;SANTIAGO;;346941:6298790;-33.4392561944444:-70.64657125
94413;Fullcarga;KATALINA;PSJE ARES 999;RENCA;;338053:6301978;-33.4092126851852:-70.7415856944444
94415;Fullcarga;DON OSVALDO;SAN PABLO  8723 A;PUDAHUEL;;337021:6298105;-33.4439706569736:-70.75337389452
94416;Fullcarga;EL AVE DEL PARAISO;BARROS ARANA  2285;SAN BERNARDO;;341662:6279168;-33.615395:-70.7068219047619
94417;Fullcarga;TOMAS NET;BRASIL 7802;RENCA;;337463:6303173;-33.39874961523304:-70.74828150700853
94420;Fullcarga;CARMELO;JOSE JOAQUIN PEREZ 7243;CERRO NAVIA;;338634:6299765;-33.429249122807:-70.7357328947368
94441;Fullcarga;LO ALMENDRO LTDA.;GRECIA  1910;ÑUÑOA;;350199:6296311;-33.4620694163957:-70.6119503942558
94444;Fullcarga;PATRICIA MORA;CIRCUNVALACION  01991;PUENTE ALTO;;356174:6279597;-33.6135866666667:-70.55037
94511;Fullcarga;PIN PON;MAIPU 1858;MAIPU;;334519:6291250;-33.505787:-70.782127
94513;Fullcarga;DYLAN Y JAVIERA;PASAJE 40  6509;LO ESPEJO;;343809:6291061;-33.508611:-70.681617
94541;Fullcarga;EL JUMBITO;LOS TILOS  1544;SAN RAMON;;347521:6289108;-33.5266350575556:-70.6419847388889
94547;Fullcarga;LOS VINEDOS DEL CONSISTORIAL;BATLLE Y ORDONEZ  4343;ÑUÑOA;;352627:6297525;-33.45145725:-70.58563183
94550;Fullcarga;AIRE;CALLE LOS SUSPIROS  227;PUENTE ALTO;;342624:6276433;-33.6401920382913:-70.6969339254872
94551;Fullcarga;ISRAEL;BENOZZO GOZZOLI  5596;SAN JOAQUIN;;348734:6291106;-33.50879049:-70.62858748
94553;Fullcarga;AYLIN;ALCALDE FERNANDO CASTILLO VELASCO  9075;LA REINA;;357041:6297561;-33.45184577623026:-70.53815780533215
94556;Fullcarga;PATO  ;ISLA OWEN  8742;PUDAHUEL;;336308:6296009;-33.462754139785:-70.7614270967742
94557;Fullcarga;ERBI - PROVIDENCIA;EL AGUILUCHO 3420;PROVIDENCIA;;351670:6298479;-33.44272855:-70.5957698
94558;Fullcarga;ERBI - CERRILLOS (LOS ESTUDIANTES);LOS ESTUDIANTES 8145;CERRILLOS;;340383:6290748;-33.51120141580067:-70.71910203346415
94559;Fullcarga;ERBI - CONCHALI;INDEPENDENCIA 6117;CONCHALI;;342872:6306713;-33.3672358333333:-70.6889545833333
94560;Fullcarga;ERBI - MACUL;MAYOR ABE 3145;MACUL;;351434:6294278;-33.4809704156658:-70.59957620897717
94561;Fullcarga;ERBI - LAS CONDES 2;NAPOLEON 2943;LAS CONDES;;351383:6301155;-33.4185631613021:-70.5984194865559
94562;Fullcarga;ERBI - PEDRO AGUIRRE CERDA;QUIAPO 3049;PEDRO AGUIRRE CERDA;;344280:6294212;-33.480144361128:-70.6759853975238
94563;Fullcarga;ERBI - SAN DIEGO;SAN DIEGO 652;SANTIAGO;;346704:6297256;-33.453454716203495:-70.64996314440913
94564;Fullcarga;ERBI - SAN DIEGO 2;SAN DIEGO 936;SANTIAGO;;346705:6296747;-33.4576433333333:-70.6494627777778
94565;Fullcarga;ERBI - SAN PABLO;SAN PABLO 5898;LO PRADO;;340524:6298282;-33.44301836204062:-70.71567707841366
94566;Fullcarga;ERBI - SAN BERNARDO;PORTALES 4290;SAN BERNARDO;;341599:6276556;-33.6389285557048:-70.7079575418484
94567;Fullcarga;ERBI - LA CISTERNA;GRAN AVENIDA 8101;LA CISTERNA;;345688:6288860;-33.5286061412902:-70.6617581166526
94570;Fullcarga;LAS CARMELITAS;MEXICO  FRENTE AL 607;RECOLETA;;347169:6302230;-33.40827559:-70.64353737
94571;Fullcarga;ANGELITO  ;FRANCISCO MENESES  1598;ÑUÑOA;;349722:6295586;-33.46853468613455:-70.61721062583872
94587;Fullcarga;NELIDA;CRETA  3070;PUENTE ALTO;;351462:6282156;-33.589863228519:-70.600722283035
94591;Fullcarga;EL GRIFO;EINSTEIN  0280;RECOLETA;;348473:6302473;-33.4062642122019:-70.6294773278772
94593;Fullcarga;PERLA;IRARRAZAVAL  3346;ÑUÑOA;;351669:6297096;-33.45530495788443:-70.59602002671156
94596;Fullcarga;LAS CUATRO JEHOVA;INDEPENDENCIA  3898;CONCHALI;;344336:6303993;-33.3923768595719:-70.6742662054017
94599;Fullcarga;DONDE EL PABLO;RIO VOLCAN  3759;PUENTE ALTO;;349477:6279410;-33.6143435875552:-70.6225630313095
94601;Fullcarga;CHAVITA;SANTA CLARA  5715;SAN MIGUEL;;347265:6291124;-33.5088232142857:-70.6449711507936
94604;Fullcarga;RAQUEL MORA;VITACURA FRENTE AL  3316;VITACURA;;351343:6302557;-33.40591062:-70.59861184
94613;Fullcarga;FABIOLA;RIO CLARO 4265;PUENTE ALTO;;353655:6284841;-33.5659620689655:-70.5766545402299
94725;Fullcarga;FORESTAL;ARTURO PEREZ CANTO  6084;CONCHALI;;342485:6306651;-33.36773388:-70.69311777
94727;Fullcarga;E OASIS;LARRAIN  5952;LA REINA;;354220:6297354;-33.4532227083333:-70.5685283333333
94728;Fullcarga;CAROLINA;CUATRO PONIENTE  1985;MAIPU;;333690:6290509;-33.5119416666667:-70.79061
94730;Fullcarga;CYBERNAUTA;GUSTAVO ROSS ESQ JAVIERA CARRERA 1722;MAIPU;;337001:6290622;-33.51143176241501:-70.75494797823949
94735;Fullcarga;PROJECTPOINT CHILE;LOS HUSARES  1401;QUILICURA;;340739:6307566;-33.359227676057:-70.71171649557961
94738;Fullcarga;EBEN EZER;PROFESOR JULIO CHAVEZ  12743;LA PINTANA;;346213:6283237;-33.579375943127836:-70.65707964072055
94739;Fullcarga;YESSICA;SAMOS  641;PUDAHUEL;;335992:6297779;-33.4467505814238:-70.76450387561135
94745;Fullcarga;BELEN;ROMA  6974 A;CERRO NAVIA;;339017:6299927;-33.4278466666667:-70.7315811904762
94752;Fullcarga;PATRICIA;RIO QUELTEHUE  470;PUENTE ALTO;;349798:6279357;-33.6148645869472:-70.6191159975853
94753;Fullcarga;CRISTOBAL;PHILIPPE COUSTEAU  12535;SAN BERNARDO;;342092:6284677;-33.5661886111111:-70.7017858333333
94759;Fullcarga;DONDE LA KATITA;ICTINOS 1641;PEÑALOLEN;;354786:6295360;-33.4712785648148:-70.5627606944444
94766;Fullcarga;PATRICIA;IRENE FREI  3507;ESTACION CENTRAL;;343459:6294715;-33.47549062:-70.68473127
94768;Fullcarga;ELSA  ;BLANCO ENCALADA  1991;SANTIAGO;;345508:6296831;-33.45671274:-70.66232758
94773;Fullcarga;BERNARDITA;GENERAL URRUTIA 319;SAN BERNARDO;;341790:6279101;-33.616014121875956:-70.70545125799887
94774;Fullcarga;EL MAX;GENERAL ARRIAGADA 031;LA PINTANA;;349802:6285264;-33.5620114059999:-70.6186575789999
94775;Fullcarga;ALEDANY;AV PORTALES ORIENTE 1611;SAN BERNARDO;;342794:6279740;-33.6104006:-70.69451453
94781;Fullcarga;LI;RIO BACKER  1251;SAN BERNARDO;;344562:6282023;-33.59007719:-70.67506664
94782;Fullcarga;M Y R;LAS TORRES  3364;RECOLETA;;348790:6303668;-33.3959386847997:-70.62645004924029
94803;Fullcarga;TIENDA UPA!-SHELL  (F.195);AMERICO VESPUCIO 2005;SAN RAMON;;348135:6287410;-33.5424307113503:-70.6362346621476
94901;Fullcarga;SAN DANIEL;EDUARDO FREI MONTALVA 03953;LO ESPEJO;;342122:6290128;-33.5170506666666:-70.7005045
94903;Fullcarga;LA MARITA;MILLANTU  526;QUILICURA;;339206:6308441;-33.35150993:-70.72860221
94904;Fullcarga;VANESSA;SIMON BOLIVAR 7347;LA REINA;;355529:6298314;-33.4451441077141:-70.5548712565123
94913;Fullcarga;ALMACEN;LOS ZAFIROS  11381;EL BOSQUE;;345978:6284377;-33.569180714785446:-70.65942340063367
94914;Fullcarga;CASIMILA;PIO BAROJA  11110;LA PINTANA;;348429:6284897;-33.56513115:-70.63350628
94919;Fullcarga;AMERICAN;ANDRES BELLO  2800;LAS CONDES;;350891:6301830;-33.4128032899123:-70.6041716069737
94923;Fullcarga;DON BOSCO;10 DE JULIO  109;SANTIAGO;;348314:6297502;-33.45146932:-70.63259874
94945;Fullcarga;ARCELISA;ERASMO ESCALA  3171 LOCAL 9;SANTIAGO;;344080:6298009;-33.4462865184714:-70.6780497579839
94946;Fullcarga;D ALEXSANDER;SANTO DOMINGO  2899;SANTIAGO;;344284:6298928;-33.43802686:-70.67569718
94964;Fullcarga;LAS 5 DELICIAS;CURACO DE VELEZ 4111 FRENTE 10;PUENTE ALTO;;349274:6278209;-33.62554286:-70.62553424
94968;Fullcarga;ANNABELLA (C);RIO ITATA 0772;LA PINTANA;;346439:6283740;-33.57499075367999:-70.65456600753697
94970;Fullcarga;JORGE (C);OSWALDO LIRA 275;QUILICURA;;339940:6306520;-33.368661:-70.720501
94971;Fullcarga;GEMA (C);SAN LUIS 694;QUILICURA;;337244:6306934;-33.364804103555:-70.7499609060602
94972;Fullcarga;SANDRA (C);PROFESOR DARIO SALAZAR 1776;CERRO NAVIA;;337767:6301376;-33.4149910344828:-70.7453370689655
94973;Fullcarga;COMERCIALIZADORA (C);CONDELL  0884;SAN BERNARDO;;343682:6281157;-33.59787434260488:-70.68470939364757
94986;Fullcarga;DONDE PABLITO;YELCHO   67;SAN BERNARDO;;342075:6279553;-33.6123827:-70.7028798
94991;Fullcarga;EBEN EZER  ;EL ESFUERZO  6220;CERRILLOS;;340834:6292797;-33.4927958020833:-70.7138848229167
94993;Fullcarga;CHRISTOPHER;GABRIELA  1286 DEO 14 1286 dep 14;LA PINTANA;;347900:6282610;-33.5856692013677:-70.6395861468657
94995;Fullcarga;EL NOGAL 7;EL NOGAL  8402;CERRO NAVIA;;336299:6297266;-33.451420119:-70.7612928349999
95009;Fullcarga;JACQUES;DOMINGO SANTA MARIA  3044;RENCA;;343252:6301791;-33.41178297961259:-70.6857343123939
95012;Fullcarga;NICOL;MANIO  6489;LA GRANJA;;349818:6290027;-33.5190765573771:-70.6176751639344
95013;Fullcarga;JOCELIN;LA  PARROQUIA  1237;SAN RAMON;;347255:6289762;-33.5210934313725:-70.6453173529412
95015;Fullcarga;JUANA  ;RIO ITATA  9558;PUDAHUEL;;335240:6299789;-33.42862950003115:-70.77222500420604
95025;Fullcarga;UNO MAS  DOS;DAVID ARELLANO 2094;INDEPENDENCIA;;344639:6303016;-33.4012233333333:-70.6711808333334
95026;Fullcarga;LA FERIA;CALLE 1 NORTE  1706;CONCHALI;;343709:6305457;-33.37908494:-70.6807542
95027;Fullcarga;JUAN CARLOS;PRINCIPAL 1419 B;CONCHALI;;344956:6305406;-33.3797246666667:-70.6673558333333
95035;Fullcarga;DON JULIO;TRANSITO  5702;QUINTA NORMAL;;340576:6299224;-33.43481351:-70.71552334
95037;Fullcarga;HACIA EL FUTURO;LOS FLAMENCOS  2122;HUECHURABA;;342924:6307818;-33.35767931:-70.68877812
95050;Fullcarga;ANDRES;RIO DOURO  8214;CERRO NAVIA;;336693:6300840;-33.419658442029:-70.7569794565217
95056;Fullcarga;JANAOS;LOS ARRAYANES  6242;LO PRADO;;339839:6298751;-33.4389732194737:-70.7235364036257
95059;Fullcarga;JOSE;SALVADOR GUTIERREZ  7906 B;CERRO NAVIA;;337552:6301119;-33.41727621:-70.7476926
95073;Fullcarga;SHALOM;ARZOBISPO SUBERCASEUX  4018;ESTACION CENTRAL;;343125:6295758;-33.4664429545454:-70.6887132575758
95075;Fullcarga;MARIO  ;EL NOGAL  10997;LA PINTANA;;347518:6285005;-33.56402466:-70.64328995
95076;Fullcarga;BETO;AVENIDA LAZO  1950;PEDRO AGUIRRE CERDA;;345091:6292468;-33.4963926550071:-70.6681429475552
95080;Fullcarga;SANTA MARIA ;PASAJE GALICIA  2738;MAIPU;;334978:6291547;-33.50317623:-70.77712499
95082;Fullcarga;LA ESKINA;URUGUAY 290;LA CISTERNA;;346008:6288775;-33.5298178160919:-70.658904137931
95083;Fullcarga;LA ESPIGA DE ORO;ANGEL PIMENTEL  01352;PUENTE ALTO;;354805:6282370;-33.58851213942699:-70.56467079097935
95086;Fullcarga;EDUARDO DE LAS FLORES;CARLOS OSSANDON ESQ/ PRINCIPE DE GALES S/N;LA REINA;;356542:6298783;-33.440649919895:-70.5433284200614
95109;Fullcarga;KARINA;ABATE MOLINA  686;SANTIAGO;;344665:6296725;-33.4579519444444:-70.6719795238095
95111;Fullcarga;SOL DEL CIELO;JULIO CESAR  10968;LA FLORIDA;;350986:6285369;-33.56094543926276:-70.6053139632547
95113;Fullcarga;IVAL;ALTO DE LIPANGUE  1573 DEPTO 11;SAN BERNARDO;;344769:6281218;-33.5977715659311:-70.6735581988875
95118;Fullcarga;GABY;SAN MARTIN  3150;MAIPU;;336148:6292103;-33.4983457:-70.7644313
95119;Fullcarga;EL TOPE;CAMINO A RINCONADA  740 A;MAIPU;;335945:6290826;-33.50953993381131:-70.76628584670947
95120;Fullcarga;SAN SEBASTIAN;CALLE DEL REY  1581;MAIPU;;335566:6290163;-33.5157440036347:-70.7710535922084
95121;Fullcarga;MARTITA;NUEVA SAN MARTIN  675;MAIPU;;336146:6289126;-33.52518654:-70.765008
95122;Fullcarga;LAS ARANDELAS ;JORGE HIRMAS  2833;RENCA;;343376:6301230;-33.4171459150327:-70.6850593790849
95123;Fullcarga;SNOOPY;NUEVA HORIZONTE  688;EL BOSQUE;;344730:6283496;-33.57722838:-70.67357565
95152;Fullcarga;SAN GUILLERMO;GLORIAS NAVALES  1723;MAIPU;;335214:6287858;-33.5364704358974:-70.7752686620046
95153;Fullcarga;XD MARKET;JOAQUIN EDWARD BELLO  10831;LA PINTANA;;349373:6285331;-33.5613475925926:-70.6232653703704
95158;Fullcarga;COMERCIAL SAVAN E RM;LAS PARCELAS   8881  LOCAL 2;PEÑALOLEN;;357053:6295324;-33.4723075:-70.53895839
95160;Fullcarga;DONDE CALISTO;ERNESTO RIQUELME  518;LA CISTERNA;;345279:6287010;-33.545628790636:-70.6670602317441
95162;Fullcarga;DE LAS CARTERAS;ZAPIGA  01845;LO ESPEJO;;344260:6290441;-33.51425492422021:-70.67686773875306
95163;Fullcarga;FLORES HERMANOS;LOS AROMOS  1024;LO PRADO;;339825:6298738;-33.4390844626848:-70.723683230335
95173;Fullcarga;DIANIT;ISLA GUAITECAS  874;LAS CONDES;;357210:6301779;-33.41383379400163:-70.5356747417269
95179;Fullcarga;CONTINENTAL EXPRESS;SANTO DOMINGO  1160 LOCAL 3;SANTIAGO;;346341:6299122;-33.43657478:-70.65354798
95186;Fullcarga;EL MERCADITO  ;OSCAR CHANKS 4820;QUINTA NORMAL;;342062:6301151;-33.4176598148148:-70.6991996296296
95190;Fullcarga;TOMASITO;TENIENTE LUIS CRUZ MARTINEZ  13148;LA PINTANA;;345962:6282800;-33.5836764814815:-70.6604260185185
95201;Fullcarga;DON RENE;MARIA ANGELICA  9610-A;PUDAHUEL;;335033:6299135;-33.43477679:-70.77513968
95202;Fullcarga;EL FAROLITO;HUGO ARCAYA ROA  1835;SAN BERNARDO;;342330:6279446;-33.6133847333333:-70.7001502
95205;Fullcarga;EL BOLICHE;FRESIA  2201;SAN RAMON;;348307:6285823;-33.55676365:-70.63465808
95222;Fullcarga;JOSE ANDRES FARIAS LLANCA;AV. LAGUNA SUR 8534;PUDAHUEL;;337133:6296351;-33.4602021052631:-70.7530653508772
95229;Fullcarga;EL NANO;PORTO ALEGRE  12568;LA PINTANA;;347988:6283292;-33.57953411:-70.63852052
95241;Fullcarga;RAVERA;AV. RECOLETA 5890;HUECHURABA;;347957:6306648;-33.36895319:-70.63490146
95244;Fullcarga;CASTILLO MARKET;CASTILLO  2699;SANTIAGO;;344437:6299648;-33.431563:-70.67393114
95260;Fullcarga;KIOSKO;MAC IVER  FRENTE AL 370;SANTIAGO;;346940:6298920;-33.43848147:-70.64714386
95261;Fullcarga;TODO MARKET;SANTA ISABEL  459;SANTIAGO;;347573:6297716;-33.4494283707669:-70.6405421091348
95263;Fullcarga;KIOSCO;LO ERRAZURIZ 500;CERRILLOS;;340703:6292067;-33.49935817:-70.71542486
95264;Fullcarga;COMERCIAL RAVOL LTDA;QUEMCHI 5843;PEDRO AGUIRRE CERDA;;344345:6291811;-33.5022086034965:-70.6762789146853
95265;Fullcarga;ANGELA;EL HUERTO  3690;MAIPU;;339136:6294488;-33.47729581:-70.73185244
95266;Fullcarga;BICHITOS;SAN JOSE DE LA ESTRELLA 1392 LOCAL 1;LA FLORIDA;;351315:6286160;-33.55414994:-70.60220732
95268;Fullcarga;TOPACIO;CALLE TOPACIO 10829;LA FLORIDA;;350661:6285478;-33.5602034469697:-70.6093694318182
95269;Fullcarga;JACQUELINE  ;SANTA PILAR  11035;LA PINTANA;;347718:6285102;-33.5631785125286:-70.6411179732696
95270;Fullcarga;EL GATO;CENTRAL  1340;EL BOSQUE;;343093:6286476;-33.54983803888488:-70.69011849506664
95272;Fullcarga;KATITA;OCHAGAVIA  13018;EL BOSQUE;;342309:6284187;-33.570645:-70.6995383333333
95280;Fullcarga;INTERNET SAN LUIS LIMITADA;SAN LUIS DE MACUL 5346;PEÑALOLEN;;353493:6291512;-33.50619118:-70.57788124
95281;Fullcarga;CAVANET;MARIN  468;SANTIAGO;;347503:6297939;-33.44741175:-70.6412564
95284;Fullcarga;LA HERRADURA;LOS TAMARINDOS ( BLOCK 8 DEPTO 11-A) 5462;LO PRADO;;341037:6298581;-33.4406833033806:-70.7106743973947
95287;Fullcarga;LA ESQUINA;JULIO MONTT SALAMANCA  6088;CONCHALI;;342676:6306722;-33.3675292820313:-70.6916308828125
95289;Fullcarga;OMAR NAVARRETE CURTI;URETA COX  211;SAN JOAQUIN;;348812:6292103;-33.500209158714895:-70.62815865771317
95292;Fullcarga;KIOSKO;EL CONQUISTADOR  1770;MAIPU;;333139:6290194;-33.5150926244978:-70.7971736871131
95293;Fullcarga;"BOTILLERIA ""ONUCHA""";POETA DAMASO ALONSO 10882;LA PINTANA;;348581:6285341;-33.56114392:-70.63178533
95294;Fullcarga;TOMASITO DOS;AURELIO DIAZ MESA  0644;LA PINTANA;;345887:6283026;-33.5813410250696:-70.66063028911776
95295;Fullcarga;EL CHICHO;SANTA MARTA  9579;PUDAHUEL;;335543:6299554;-33.4310783572671:-70.7695843041352
95297;Fullcarga;PILAR;SIMON GONZALES  3873;PEDRO AGUIRRE CERDA;;344140:6293921;-33.48314876:-70.67812025
95298;Fullcarga;BOTILLERIA NATY;CARLOS MARX  3180;PEDRO AGUIRRE CERDA;;344488:6293562;-33.48643613:-70.67444013
95301;Fullcarga;YELENA;CARLOS VALDOVINOS 1733;PEDRO AGUIRRE CERDA;;345969:6294441;-33.47873096:-70.65835549
95310;Fullcarga;DONDE MANOLO;LUIS INFANTE CERDA 6249;ESTACION CENTRAL;;342060:6294847;-33.474495:-70.7003316666667
95313;Fullcarga;BAZAR DON CARLOS;SANTA MARTA 1027;SAN BERNARDO;;344312:6281958;-33.5910293700397:-70.6783547539683
95314;Fullcarga;LA MOTO;ENRIQUE BUNSTER  12368;LA PINTANA;;348328:6283517;-33.57755718:-70.63482424
95333;Fullcarga;BARON;QUILICURA  2170;CONCHALI;;343186:6305041;-33.38275309:-70.68644179
95334;Fullcarga;BELEN Y JAIN;PARAGUAY  4302;ESTACION CENTRAL;;342567:6297638;-33.449120642726434:-70.69382223989727
95335;Fullcarga;FARMACIAS ESPOZ S.A.;SAN PABLO  4102;QUINTA NORMAL;;342817:6298865;-33.43809487439943:-70.69092161379886
95336;Fullcarga;EL PULPITO;LOS VILOS  6460;LA GRANJA;;348543:6289962;-33.51948249:-70.63141344
95337;Fullcarga;LI-LI;LOS HUILLES  251;COLINA;;344803:6326269;-33.1915986363636:-70.6654263636363
95342;Fullcarga;D TECNO OFFICE;FRACISCO DE BORJA (PASILLO E) 122 LOCAL 0314;ESTACION CENTRAL;;343889:6297259;-33.4530185978552:-70.6802385492076
95343;Fullcarga;BAZAR ESPERANZA;PASAJE LAS TORCAZAS  6684;CERRO NAVIA;;339925:6301549;-33.41375932:-70.72211121
95350;Fullcarga;BAZAR NANY;ISTRIA 1566;CERRO NAVIA;;337602:6299993;-33.4274357894737:-70.7473623684211
95351;Fullcarga;MINIMARKET;ANTOFAGASTA  3140;SANTIAGO;;344259:6295744;-33.4667288333333:-70.6765229
95355;Fullcarga;RICARGO EDGAR FAURE;ALHUE 2629;PEDRO AGUIRRE CERDA;;344547:6291612;-33.5040322395833:-70.6741440625
95360;Fullcarga;MAYKA;WISCONSIN 8098;LO PRADO;;338492:6298616;-33.43998365:-70.73804015
95364;Fullcarga;J Y E;LA PALMILLA  3361-B;CONCHALI;;344999:6303635;-33.3956945298291:-70.6671996581197
95399;Fullcarga;DANY;SOTOMAYOR  1392;SANTIAGO;;344396:6299919;-33.42926:-70.674304
95400;Fullcarga;EBEN EZER;MAUVIDANCHE  1891 depto 11;PUENTE ALTO;;351258:6281968;-33.5919316667:-70.6035183333
95402;Fullcarga;DANNY;OMBU  03102;LA PINTANA;;349918:6281640;-33.594417746778035:-70.61744769375714
95404;Fullcarga;ALMACEN CHABE;SOBERANIA  2154;QUINTA NORMAL;;340674:6300926;-33.41949037:-70.7141659
95414;Fullcarga;JEREMY;SERRANO  1167;PUDAHUEL;;335708:6298907;-33.43665202829568:-70.76735859841556
95415;Fullcarga;EL BICHO;SAN LUIS DE MACUL  6118;PEÑALOLEN;;354247:6291393;-33.5073691666666:-70.569786875
95431;Fullcarga;EL PARRON;PEDRO AGUIRRE CERDA  10672;LA PINTANA;;348011:6285455;-33.5600359371321:-70.6379079250905
95435;Fullcarga;COMERCIAL LUNITA;LAS PARCELAS  8750;PEÑALOLEN;;356900:6295386;-33.4717331599447:-70.54059955974286
95439;Fullcarga;IVONNE;BEAUCHEF  2821;PEDRO AGUIRRE CERDA;;345503:6294272;-33.4801869634703:-70.6633898401826
95463;Fullcarga;ALMACEN ROSITA;SAN DANIEL  1225;PUDAHUEL;;337642:6299621;-33.43080065:-70.7469984
95464;Fullcarga;IVAN-JOR;SPRINGHILL  3252;SAN JOAQUIN;;348559:6293585;-33.48682004:-70.63062824
95465;Fullcarga;CARNICERIA ALEX;VARAS MENA  315;SAN JOAQUIN;;349039:6290817;-33.5118394064499:-70.6259332508062
95491;Fullcarga;CLAUDIO ELESTOR SEPULVEDA GOMEZ;RIO ITATA  0774;LA PINTANA;;346447:6283738;-33.57500312073881:-70.6544742133605
95494;Fullcarga;DON PEPE;BERNARDINO PARADA  0731;LA PINTANA;;346304:6283434;-33.57801553:-70.65663882
95495;Fullcarga;MINIMERCADO 21 DE MAYO;IGNACIO CARRERA PINTO 0731;LA PINTANA;;346290:6283667;-33.5756283829303:-70.65618237938214
95498;Fullcarga;JOHANNA;A. PACHECO ALTAMIRANO  11558;SAN BERNARDO;;341574:6285585;-33.55792899:-70.70720748
95508;Fullcarga;LA NONA;ALFREDO SALGADO  271;SAN BERNARDO;;342343:6282064;-33.58979003:-70.69953976
95512;Fullcarga;ALONDRITA;MANUEL RODRIGUEZ  1468;RENCA;;340019:6302774;-33.40273037:-70.72087655
95522;Fullcarga;PAZ MARIA YEOMANS LOPEZ;VICTOR MANUEL  1302;SANTIAGO;;347487:6296297;-33.4622105940594:-70.6417069141914
95537;Fullcarga;LA CASCADA;RAMON BARROS LUCO  0758;MAIPU;;334457:6288414;-33.531055368492815:-70.78274467980526
95550;Fullcarga;BOTILLERIA EL FLACO;MANANTIALES 6498-C;CERRO NAVIA;;339857:6300677;-33.42161203:-70.72299546
95551;Fullcarga;ALMENDRAL;ALMENDRAL 8889;PUDAHUEL;;336696:6298656;-33.4393546722447:-70.7573452889571
95553;Fullcarga;CRISTOBAL;TIERRA DEL FUEGO 6910;RENCA;;338230:6302991;-33.4005049005553:-70.7400688722571
95554;Fullcarga;PEDRO HENRRIQUE GARRIDO HERNANDEZ;REINA MARIA 2698;INDEPENDENCIA;;344114:6302768;-33.4033823809524:-70.6768634523809
95560;Fullcarga;ALMACEN LA CHELITA;MADRID 860;EL BOSQUE;;345177:6283436;-33.5778364532017:-70.6687721630663
95563;Fullcarga;S Y S;AVENIDA SANTA ADRIANA 6452;QUINTA NORMAL;;340456:6301628;-33.4131239119496:-70.7163834368786
95565;Fullcarga;FLORENCIA;CABILDO 3938;SAN JOAQUIN;;347953:6292948;-33.4924740860052:-70.6372575010083
95567;Fullcarga;EDUVIJES DEL CARMEN RIVAS ECHEVERRIA ;TOPOCALMA 5498;RENCA;;339276:6301969;-33.4098754421769:-70.7290136734694
95568;Fullcarga;ERWIN;JUAN EMILIO PACUL 1525;RENCA;;337461:6302929;-33.400946506:-70.748352724
95570;Fullcarga;CYBER;MANUEL ANTONIO MATTA 0379;QUILICURA;;337577:6307211;-33.362071:-70.745758
95578;Fullcarga;TABAQUERIA;BANDERA  101;SANTIAGO;;346499:6298549;-33.4417675182252:-70.6519492796676
95580;Fullcarga;JUEGOS DE AZAR;SAN PABLO 1062;SANTIAGO;;346434:6299363;-33.4344219555553:-70.6525047564029
95594;Fullcarga;ALMACEN RODRIGO (C);LIRA  1020;SANTIAGO;;347917:6296978;-33.4561376217105:-70.636958516421
95846;Fullcarga;EL FABBI;PINTOR CICARELLI  479;SAN JOAQUIN;;347857:6294647;-33.477142383672145:-70.63799842565429
95849;Fullcarga;DONDE EL EZE;VOLCAN LASKAR  0350;QUILICURA;;337654:6307322;-33.36107999375082:-70.74491756260947
95851;Fullcarga;LA NEGRA;MIGUEL DE CERVANTES  11877;SAN BERNARDO;;341495:6285208;-33.5613135802469:-70.7081201851852
95859;Fullcarga;EL PINAR;COMERCIO  225;SAN JOAQUIN;;348984:6292755;-33.494074564787695:-70.62563344435151
95862;Fullcarga;GASPAR;IRARRAZAVAL  1317;ÑUÑOA;;349746:6297333;-33.45319331:-70.61723466
95863;Fullcarga;ISOLINA RAMIREZ SOTO;ALCALDE JORGE MONCKEBERG  1530;ÑUÑOA;;352591:6295605;-33.468878:-70.586345
95874;Fullcarga;ARMANDO ANTONIO QUIÑINAO ÑANCUPAN;GRECIA 6161;PEÑALOLEN;;354061:6295475;-33.47053813:-70.57112
95881;Fullcarga;MINIMARKET;AV LO ESPEJO  973;LA CISTERNA;;343868:6287507;-33.54065044050471:-70.68159768743456
95884;Fullcarga;LOS CIPRESES;BELARMINO MONASTERIO  600;QUILICURA;;337133:6306494;-33.36875392:-70.75122386
